path,base_bytes,base_sha256,final_bytes,final_sha256,first_read,second_pass,classification,severity,issues,disposition
schemas/artifact.schema.json,445,72c80a2396c55e7e594e5967fa39fb1e10ac5b6e1b06b135b864eaab39e112a6,8624,61fe6b63b805c6144ed4c42cfde291d70a4e439553be4895003e6df5182f0ce2,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/artifact_dependency.schema.json,483,169a15633335a210ef108ec4c04f3a92d3bcc772c49aa190d700b2b1c5c65889,1272,78e2a330af443d72f1016283b081cc10f93032d99b5fa5b540003f7fcd220a8c,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/asset_ingestion_record.schema.json,740,fb9d5857661e9654ed283208c369dbdcfa7beb3e421c21feb1b1a4de79c33496,3855,758ffef0f54c9525cf2b67708a2b3bb8993dd85e992edc88ac0e284e30fd5124,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/character.schema.json,1157,f7251da413f70eaa7251a91f451e5c48fc4aa379f184a91f5c972a218273bec2,2412,7417c4688e382e3799a9adfdbd74916e6e02b3e293d2d13c89fdca2478c78c04,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/common.schema.json,,,35053,dd6b7c39fc9ed8ba83b4febb5b1d13825492e6ce6b46166811a1f87d59dc7c71,NEW_AUTHORED_AND_REVIEWED,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,MISSING,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16,A19",HARDENED
schemas/composition_timeline.schema.json,715,905cb695e9b6983a5acc49bc9caf8e1d5756a1cd6c596a443939487f79eeb14c,14229,938b61d96f14ea17467d085235c65fcd764e0a61abeb42988c7e0613dc88ae76,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/content_safety_decision.schema.json,642,3b020cca7b5dcdd311b054d5184c6c601b81251484db03b3e92faf2e9c34d7e4,1282,bb4b3a00f982ac5f1fe5ba443b74992a0e9f01bdb0c6c713de0144df1a332a0a,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/continuity_baton.schema.json,1173,ffd02210e23377ad0ab58b35b962320bb58bc855e97366b1efb448a9c4767928,3820,71e154a03126b8a8b9e69762fbc9c47191765964650e290b71699d92134ee7cc,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/cost_estimate.schema.json,872,ab2a3c649fe92b046f8edad71274d85204b7c5f65bd9be28b3d8bd3021eebbd2,2166,61935cbc99dbf17a395d4b2b16f98820353a05a947416af3af3d3343c284122b,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/creative_evidence_graph.schema.json,761,7701f2d43f6e3092b8c807478b76a1a2c3f1e714e0bf2ac69dd7dbc8530f2bd1,2600,8777ca25c4659a3ccc04a12e2cf136871db542f630736bc233da4464553ea139,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/creative_strategy.schema.json,880,958355fefcc58ab6662edca5e8eb5791a24a1c18671005269a864a4c941161da,4399,d4e783f74f44a6cfbb2c28c4476239e89d35fffa0bd20daadd90c7f1c0362838,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/decision_record.schema.json,500,a305a27d1260ad1e5369c09abe110a08270674f1418408b244e767d7de6de29d,1210,d99aeb7cda0b461bc6d20a816a4396574dcb35926837308d0b0bc0bb98d4aa68,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/degrade_decision.schema.json,616,5fccc55af915bd091e4dff187dc262eeb5b8eb2c8dd329725b9c44e9bcbfffde,1724,1a382ddc03d31112a30c1a22330559a98f84b45fc42cf64daa5b8dc264b9d631,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/dialogue_scene.schema.json,639,a947dc1061f12c86507a115ea4f3b0ab0c154fc398f936ffcf25134ce16aeff5,1365,c0dfd2f0f93baa6dbc0f640782ff9ecf61399c78868beb58f80b211f481d3841,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/effective_capability.schema.json,568,8a3676e48109bb2f75ce2a69e9418736fd16c65cb2f49a2acf49182ecdb8030b,7805,d3b8a06e9dfdf971f9d9f22d6e0e428a07939a29610ecaa92b5904f3a4d60ff3,READ_FULL,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16,A18",HARDENED
schemas/episode_snapshot.schema.json,718,bcee05808ebe803144b74ef79c2b4c90dff3b8f04cf30975a5d410a759bb78f7,1787,48e509bca87556640c260f226fa59c18c019dd0e187808cd818bbe5e74ad46c1,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/event_envelope.schema.json,659,964796dc2d35aeb177b40a8d79f880035e7c20bc9065e01d3cfed40896526f27,3107,7268bc71b7b8c5d8308eeb63e197adf14fa16ed443de45023183139cb5f45ada,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/evidence_pack.schema.json,1019,85c97968d3d03a25411f4d155d1226246295dcc609fe7fa5de1920a5f9b891fe,3171,1aea7cafb303a681b857c48bf1b99c089832625f91301ed7c40b2f5e5f8f5899,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/final_master.schema.json,531,0eb4969d3ee429d5499973b4d39fdd351753b9c2ab3bae20fae60fe5b4bbe67e,1522,52eb1e7b882f68c90420981b19d5c58cd7b373e246a91e34c7823aa084f56836,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/generation_plan.schema.json,1342,4f1c1c02cb8c3c3deb38cfa1f9c99db898548434f266f772a5d3199ba222b7ac,3506,37f6bc5ad976ba7555ee515fd51a6585b47339294360d6af7df5a5779aaf8afb,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/job.schema.json,760,65f6561bc4cb12ed35da9cc2ea17c7880a2a071a3eeb2d173f60f3547d57fe5d,2467,c20c293b9469e8a24338270515069d4dacff2b0fa28261af613fdae9cbfebdb3,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/keyframe_generation_pack.schema.json,828,06d75c3dd346489216cc54bd40fedbc40a050851f701144f484fa5f213f34030,4107,ef3fe24af009d8201f8d25001574bfdf1d1b71bfaa506acd1973b4e727520eac,READ_FULL,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16,A17",HARDENED
schemas/model_profile.schema.json,697,96b7f0bfd25503a10b1a5a57d024fa6da06d9b0abc8eeeb0afeb70a21fbcb43f,2622,5d0ed2254f46f1419453ba701d19e83925dc2733ad1fd0723dcd1d02bf5030d6,READ_FULL,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16,A19",HARDENED
schemas/paid_attempt.schema.json,975,5f2815fa6923a7e911051f04cf95c5b88f97bf8c154344cfd0af59a25d349c46,3178,376f12eee57c7cea896d4f79cbfde4c740f440fb5ace5e7f5991a49a1844f216,READ_FULL,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16,A20",HARDENED
schemas/production_strategy.schema.json,779,8a02a272b580149255415f880a71abe443ee6f9e166d79be095f16a820811a66,1439,35713cd6f9a2558629dd806f1797340f792c1a8d84d7b7198b316e68969f0f00,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/project_canon.schema.json,784,c1efb83f38273b3e56cf800ea722c0355648fff333ba1a53ab980d25bf655057,3305,fd0a8869bf595f193dad69757b9c214f7c9ac904487142787e5cf4be9a90d4f4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/project_intent.schema.json,615,22e2f824ac58475964548163c1c9f9293c18bebeba2ba60af272dddd8d0b1fc6,1187,4f8692d42edb5f9424daf00a6839fa75ed6b18719845f423c99d0f61f2c33fa9,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/provider_profile.schema.json,417,5694e4899a4311045f91d7bcede10d9f97150c2227e69113f6bc746593c7082d,4322,ba61681facbff1502e451bb10c502a750a6c6ae5ec7f73912390eb4005c51fe4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/qa_report.schema.json,794,8b9f1e70f663cea66935f878d9d8f5258955ee7b12cca5b65c01c3cdf20e9457,3975,ebebca972528e4e9edf571d66a164a426517e2aaeb93bb17960e0675d5944b69,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/reference_binding.schema.json,678,4be52692e0f94befca81e4f8791c94dc9d4427467ca85cde053de07bc3c75645,2174,c7252e0d00cdebc5f424a09cb4098137e54830b154b406a62ea51b354deb5e3f,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/relationship_edge.schema.json,686,d84f5230d1dcdc517c0b992bf354671e6f9d2790a0e6dbce6080a440093b2586,1563,2b77b0e51e2fe0e1649cdfee805a1ab52516f7006c2ae89110b1bfc1ba16e662,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/research_evidence.schema.json,647,d9a0005b4299f14e91161034e419e39d5f772862deb20fdd0337bdbf66c81377,1679,9798b313374d5573e35c9474b7fe2106423a7359c73c180190c9cba8af627abf,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/research_plan.schema.json,654,f939947230a214ee0949de142bcd72d5751b9327ab2fd52fd22dabe3921e98c4,2163,6102a627f0a1d1b6a3e264d517b0102c40a72c18faa09806fb4a239e1b351e4f,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/research_roi_decision.schema.json,504,23663225f763fae7f228781e1bf9d7a1fc5b351ca99fc41996fb90173972c6c6,1679,78070dcb649e98236116cd846484c1d533a1eb747cf8999aaa4049e63e49cd82,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/revision_request.schema.json,688,251e95aec7291107028c07b9361473a06826487f13cf00a27b3faa85cc43abfb,2269,c6b40aa27efa2b761ab474bd5d53266bfa59163d3ed1c8a266a9874af66a7a77,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/scope_decision.schema.json,806,e6e6e9d15d9b2643d43f96ee1aa706bfe9b49c6a046fac75ad19b3f2031463e7,1918,f1b741f3725532743c1eb4ad02e971914ee3477e3620f6dbe18d188c5b0e42f4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/shot_version.schema.json,764,599d396f9ce5659a6e387856649638c7a55bfaa7ab07c1e17f07e92a2c696076,2961,69f4733adaebc961335e655202deab4931c436bbb3958d1216e628704d6d38b4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/spend_authorization.schema.json,976,b52a0532fbe527a5c18108ccbf60f3dac83a78a669cceed8d9cf98d439fcee35,2899,ef57218525018d1f27e8bd1b0a7b7077054a6e47dce85c6e594ccec5acd4e92c,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/style_dna.schema.json,981,d2aae8761add0c61900f59116cc3112ca9f421add565d6027dc950c8ce80d398,2167,82e0f6a2d0d1ee279f8c03453be351fb92403b45b7279d685e8d3a159310feb4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/universal_video_spec.schema.json,950,7c2e37e561cf071cee221d03301de477eca36dd0d87c69dbfced639e51cb0ee9,4932,619d41b9c0fc6603170e1cf8280b7d36fafe2ec0ce73952d76fe5418ad11e46f,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/user_taste_profile.schema.json,599,ede970b5829e56146aec362bb092909047ebe027ae71df96a8558ee613f49ade,1963,f01ced073213ebbb9fdc5f41d53db3416d08fd921979c706989ac7bd83e4e4ec,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
schemas/voice_profile.schema.json,715,1722fd79ed67b94eee8038dd2f3ae30c4af24754506f5f7f08a0b030a98a795d,2236,d6af3284b2460831dee6eaa5c86eb8543d8092f02de2410c0115b0efd0280bec,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
skills/README.md,572,c654a5914e3163130a16740ad16b3dff7b7644fa401a9b8050e3812c2a32f1c5,1023,9c2ee4821723b8b881d0f5357189a0d6f78b4c7fb004a57e704feaac4880b6ba,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/cinematography/action_readability.md,174,af39f30b9c8dbdc2a4de6d719f6e33912cb8a2f3c87291a8b9277085a469fbec,973,16a32a790239718efed568c21f28d66bac336f9dab421aa7c997247b93a5a415,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/cinematography/camera_language.md,194,e26e7557857841cab0947f4a8759e966310d60e6fac70fbe0967aadeda8fa621,958,09c7742cb545e1e51d695e93dcbad54fd02329aae3665e87fdff7b9efa140507,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/cinematography/dialogue_scene.md,328,b54c17d6f38dc02c6c0f856d87c8140870c7375c563f29ec58cb11f9de5efc0e,942,b8ad4f32fd275c8d3438f9442f9d543566f2fdf5df13d8dee7b356756d872490,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/cinematography/product.md,373,9252e0f37b78e580e33729b783097683031d904f7a809f0f10f5e488ec4d5eed,965,211ee8acb20c377e076705d87a962a6f74edd27b6f4c092af90d74cef88ae71c,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/cinematography/vfx_fantasy.md,373,5c0d8ba7ef48e6788974cbd3f93800a9db81bebda54c9993a4e7916684a9e9f3,978,beeaae69c949c2652b30bb81ab4d95c8b9a612dd9f387abb59ed9613feedf684,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/advertising.md,191,f245142b94faa46905384ed700b1682971e47caa23e08c63bdef315014e84687,941,a307adab71790e2273b78055538797b28e67b18721e5ee131049d493367a5af4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/beauty.md,345,6c99b4f828c6bf4777b82b3abd581f4dd94cc0f009fa2d8c9a238ff0f4cc2103,938,488e380f1364ab1f567203a9567cdde915fbe5632adf1b2f54d6d45fc0ca5f86,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/comedy.md,161,4c9186fa2ef235df123f3730da7f2b42660405fdee8ac56065c6d2e40df0ac17,953,8360902756e44ce52eef1eb7510a12273213e2bfd9f099f074df7ece2d175637,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/documentary_explainer.md,398,7638bd6c4083777f13c85aeafd1366fdcea8cbff7cf6ff62d19d955d57922f4c,956,bcabda3db12aaaf8ab25eca849383c847f80a06c9fc615506ba5a0afb86f456d,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/drama.md,323,feae26ab0f24a3d36f407695f5feedbc2ced07765f75b99a0945555b5a07ed90,896,347b82418e4ef91dd68ac2cb27ffa244ad3601f23daffa065d91ef59e4605bed,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/education.md,369,22f5b2b1cba6bfda3e173f48770d9fb07a3383a1e2df966bceb2a406c47623e1,955,10a8826025ccc48cd456b00078a36d50840c0179ee04f51add2aa5ea5a932850,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/fashion.md,396,adddc26584f3cbeddd495905f6003f667270845a1e46b9ebd7df819953751916,941,8d00e44a85ca15fcb429404857eacfa498715fc13dff77ac672d0ffbc3b5f1b3,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/food.md,340,5f6263d722b41f0e5ffcec216b9fc3e8856a5a6455657ddebf130fd31f5a93ac,890,254cb0c57fad5382c9d48941fa90ce3fc80132a764e6a12b2f995bd9b18a03a4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/hook_retention.md,248,ef27c0515c5b381402ab08a560a8109c28a3d8667f4506335ef739303813c671,934,f7d85ee564c3ee2ddf9969e91bf18c3b81800a213656df2b7a7510a244fcfebf,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/horror.md,170,6b896e8f98669e1fe213e2f27adfc16ef047c0ba00e65f1f22e167f1a4f56428,931,853c510e16631dd81dcc50cec24effcc132b38f26c3a7d345bad0d7781134184,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/music_visual.md,366,530330158c8077d99d59a935d17cbd6d443f77889b40bd097268f5a870e8c458,917,68937dc35f184b4599f89f30231bfe168d134fb73d588edcd8b1b0a4a6c897bb,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/news_current.md,436,0160b0c897b1abf2ecf1e648444e368689cb14f5a84eab9109db36f45e97f261,944,73dc3db64c4854ebd68bc6bd93eb003b47cc4c08514a20cd16856834b587b824,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/product_demo.md,445,c93e4261fefb3793be07a263710b4d2a5520834db02c06c95219c6b6b409ff18,928,8901081f932c381d01cd85724f80109d2f6e8a8613c78a4c7740e14e0420f8b8,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/real_estate.md,346,828bff73c8cae5e887bf021fc84c8f891bb758e2fbd3804bed93807c8510030f,941,f5b9e0dae048ba5232536b69fb799164e7aa6aefda613d1ec0486b67c29db6fb,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/romance.md,300,474e6d8d172b34e7e11bd28c8266e678b43b5a88710c621a4425e08864b90204,914,34e216de7a9cae9adca00fc4751c55473758044a77cddfa40f2a421762f703b6,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/sci_fi.md,378,0120e9a47849ed0f7ba5c2a0d1a44f7e39ac54f1807c533af731d5fca8d3a7ba,911,f129ab1e6507a478813fd8722d5ebda4036a7775ee6615d11495f9bfb0b1c488,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/storytelling.md,198,214d6e2c776f8dc2201e2f49be9469d2315862bdf5dbeac769d6314f88643998,946,a6820529b363ecd4c52c4395654b57cad798d0fb82b6ba0c2bf5c51372391a89,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/ugc.md,352,0df0277252e82557473d593103a4b60e3e1f3350fd8b26ff1e88eedbf94cc7ff,904,7c3a5fd4ce5457784a57791a27db9491604ffe69ee99f2470bfb6391b45073b1,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/creative/xianxia_wuxia.md,449,24df4204e9fe15f02325b477645b0e84d2567ba6816a411493d4747d1d27a2e1,962,f0402a604525fcd0bf5745114019e145c2d66add514f5b49d916ac60b037ff85,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/editorial/edit_rhythm.md,176,29d125c5288acb15594604a31b8cedceaf27916d6eccf5037f3be60b6bed45d0,914,14b5ab38491a985356280d80b6b790cf72b80040966e72bb86c4dc0720fbb062,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/editorial/j_l_cuts_audio_bridges.md,364,4853a1bb3474992b050b060c12ae0e2dcedca984916d66469bc0b72f7a9add49,983,aa97b549f2b0c1b4217b0198886b5717c2c2ef61abddc97b047135932bf397de,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
skills/performance/blocking.md,187,3361290537812041e60f56dafe3978c38ed1f21f68bef014fa38fb24e7b3ba88,909,7b25530c6c588ea6c01d9e728bd420738937f3a1edba1ae05a7d8774c7c7ed24,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
